%# 1: iterations 
%# 2: time in yr 
%# 3: maximum height 
%# 4: maximum cover	
%# 5: volume / mass of sand 
%# 6: distance traveled by the dune in X 
%# 7: dune in flux 
%# 8: dune out flux 
%# 9: surge above MHWL 

3450 2.18798 2.56424 0.981621 306.867 0.728494 0 
3500 2.21969 2.56775 0.982655 307.766 0.74723 0 
3550 2.2514 2.5719 0.98363 308.659 0.739407 0 
3600 2.28311 2.57869 0.984551 309.545 0.727214 0 
3650 2.31481 2.62669 0.985421 310.426 0.719824 0 
3700 2.34652 2.63233 0.986241 311.299 0.709817 0 
3750 2.37823 2.68188 0.987015 312.167 0.69935 0 
3800 2.40994 2.64927 0.987745 313.029 0.717915 0 
3850 2.44165 2.70204 0.988435 313.886 0.702429 0 
3900 2.47336 2.73425 0.989085 314.736 0.692157 0 
3950 2.50507 2.72764 0.9897 315.577 0.680524 0 
4000 2.53678 2.77685 0.990279 316.413 0.701264 0 
4050 2.56849 2.75903 0.990826 317.245 0.686835 0 
4100 2.6002 2.76429 0.991342 318.069 0.668827 0 
4150 2.63191 2.79636 0.991829 318.889 0.684433 0 
4200 2.66362 2.84411 0.992289 319.702 0.664479 0 
4250 2.69533 2.81763 0.992723 320.508 0.669164 0 
4300 2.72704 2.90659 0.993132 321.31 0.655622 0 
4350 2.75875 2.88801 0.993518 322.103 0.655465 0 
4400 2.79046 2.85635 0.993883 322.888 0.629756 0 
4450 2.82217 2.93229 0.994227 323.668 0.629268 0 
4500 2.85388 2.94835 0.994552 324.441 0.631809 0 
4550 2.88559 2.90875 0.994859 325.205 0.623005 0 
4600 2.9173 2.91811 0.995148 325.959 0.634254 0 
4650 2.94901 2.95004 0.995421 326.704 0.606506 0 
4700 2.98072 2.9557 0.995678 327.431 0.574599 0 
4750 3.01243 2.9557 0.995922 328.14 0.577979 0 
4800 3.04414 2.9557 0.996151 328.831 0.560067 0 
4850 3.07585 2.9557 0.996368 329.511 0.561957 0 
4900 3.10756 2.9557 0.996572 330.179 0.539618 0 
4950 3.13927 2.9557 0.996765 330.837 0.518929 0 
5000 3.17098 2.9557 0.996947 331.489 0.536851 0 
5050 3.20269 2.9557 0.997119 332.131 0.530739 0 
5100 3.2344 2.9557 0.997281 332.764 0.523935 0 
5150 3.26611 2.9557 0.997434 333.389 0.517409 0 
5200 3.29782 2.9557 0.997578 334.005 0.511069 0 
5250 3.32953 2.9557 0.997714 334.615 0.491471 0 
5300 3.36124 2.9557 0.997843 335.218 0.507622 0 
5350 3.39295 2.9863 0.997964 335.813 0.478493 0 
5400 3.42466 2.97371 0.998079 336.401 0.496501 0 
5450 3.45637 3.02557 0.998187 336.98 0.465702 0 
5500 3.48808 3.01025 0.998289 337.553 0.485462 0 
5550 3.51979 3.06307 0.998385 338.118 0.453224 0 
5600 3.5515 3.0451 0.998476 338.676 0.474965 0 
5650 3.58321 3.08403 0.998562 339.228 0.452045 0 
5700 3.61492 3.08132 0.998643 339.776 0.461891 0 
5750 3.64663 3.07491 0.998719 340.318 0.427028 0 
5800 3.67834 3.13473 0.998791 340.854 0.435616 0 
5850 3.71005 3.12992 0.998859 341.383 0.447732 0 
5900 3.74176 3.12155 0.998923 341.907 0.411 0 
5950 3.77347 3.18365 0.998984 342.425 0.421479 0 
6000 3.80518 3.17735 0.999041 342.937 0.434372 0 
6050 3.83688 3.16685 0.999095 343.442 0.394688 0 
6100 3.86859 3.23129 0.999146 343.942 0.406205 0 
6150 3.9003 3.22289 0.999194 344.435 0.420471 0 
6200 3.93201 3.20997 0.999239 344.922 0.378416 0 
6250 3.96372 3.27662 0.999282 345.404 0.391212 0 
6300 3.99543 3.2662 0.999322 345.879 0.407096 0 
6350 4.02714 3.25099 0.999361 346.348 0.362718 0 
6400 4.05885 3.31984 0.999397 346.812 0.376886 0 
6450 4.09056 3.30751 0.999431 347.27 0.394496 0 
6500 4.12227 3.2902 0.999463 347.722 0.347664 0 
6550 4.15398 3.36129 0.999493 348.169 0.36312 0 
6600 4.18569 3.32127 0.999521 348.616 0.398765 0 
6650 4.2174 3.18562 0.999548 349.123 0.436413 0 
6700 4.24911 3.12466 0.999574 349.697 0.467017 0 
6750 4.28082 3.14066 0.999598 350.292 0.483056 0 
6800 4.31253 3.18428 0.99962 350.892 0.487113 0 
6850 4.34424 3.18902 0.999642 351.493 0.501256 0 
6900 4.37595 3.21646 0.999662 352.094 0.488781 0 
6950 4.40766 3.25425 0.999681 352.694 0.483208 0 
7000 4.43937 3.2608 0.999699 353.291 0.48934 0 
7050 4.47108 3.32257 0.999716 353.884 0.503248 0 
7100 4.50279 3.33109 0.999732 354.475 0.496624 0 
7150 4.5345 3.37511 0.999747 355.062 0.491321 0 
7200 4.56621 3.37547 0.999761 355.645 0.495096 0 
7250 4.59792 3.40078 0.999775 356.227 0.473036 0 
7300 4.62963 3.38807 0.999787 356.801 0.45485 0 
7350 4.66134 3.40554 0.999799 357.373 0.4537 0 
7400 4.69305 3.4724 0.99981 357.943 0.463143 0 
7450 4.72476 3.45338 0.999821 358.507 0.470326 0 
7500 4.75647 3.51567 0.999831 359.067 0.442516 0 
7550 4.78818 3.53693 0.999841 359.624 0.464147 0 
7600 4.81989 3.53743 0.99985 360.177 0.466264 0 
7650 4.8516 3.59186 0.999858 360.727 0.441861 0 
7700 4.88331 3.60646 0.999866 361.27 0.434882 0 
7750 4.91502 3.60135 0.999874 361.812 0.44068 0 
7800 4.94673 3.64865 0.999881 362.348 0.426253 0 
7850 4.97844 3.64636 0.999887 362.883 0.444938 0 
7900 5.01015 3.63439 0.999894 363.412 0.420802 0 
7950 5.04186 3.67711 0.9999 363.937 0.445282 0 
8000 5.07357 3.66911 0.999905 364.46 0.437008 0 
8050 5.10528 3.70824 0.999911 364.978 0.425927 0 
8100 5.13699 3.68443 0.999916 365.49 0.406759 0 
8150 5.1687 3.77115 0.99992 365.999 0.401763 0 
8200 5.20041 3.73789 0.999925 366.502 0.415539 0 
8250 5.23212 3.70496 0.999929 366.994 0.408977 0 
8300 5.26383 3.71595 0.999933 367.471 0.375171 0 
8350 5.29554 3.71595 0.999937 367.927 0.378265 0 
8400 5.32725 3.71595 0.99994 368.365 0.359028 0 
8450 5.35895 3.71595 0.999944 368.791 0.364365 0 
8500 5.39066 3.71595 0.999947 369.207 0.338713 0 
8550 5.42237 3.71595 0.99995 369.61 0.314086 0 
8600 5.45408 3.71595 0.999953 370.005 0.332457 0 
8650 5.48579 3.71595 0.999955 370.394 0.334998 0 
8700 5.5175 3.71595 0.999958 370.773 0.328223 0 
8750 5.54921 3.71595 0.99996 371.143 0.322345 0 
8800 5.58092 3.71595 0.999963 371.506 0.318113 0 
8850 5.61263 3.71595 0.999965 371.863 0.313765 0 
8900 5.64434 3.71595 0.999967 372.212 0.30962 0 
8950 5.67605 3.71595 0.999969 372.557 0.308415 0 
9000 5.70776 3.71595 0.99997 372.902 0.279289 0 
9050 5.73947 3.71595 0.999972 373.247 0.300576 0 
9100 5.77118 3.71595 0.999974 373.584 0.266459 0 
9150 5.80289 3.71595 0.999975 373.915 0.291832 0 
9200 5.8346 3.71595 0.999976 374.239 0.254337 0 
9250 5.86631 3.71595 0.999978 374.558 0.284152 0 
9300 5.89802 3.71595 0.999979 374.871 0.244539 0 
9350 5.92973 3.71595 0.99998 375.18 0.277129 0 
9400 5.96144 3.71595 0.999981 375.484 0.237293 0 
9450 5.99315 3.71595 0.999982 375.783 0.270198 0 
9500 6.02486 3.71595 0.999983 376.078 0.230296 0 
9550 6.05657 3.71595 0.999984 376.374 0.272735 0 
9600 6.08828 3.71595 0.999985 376.676 0.239042 0 
9650 6.11999 3.71595 0.999986 376.982 0.277553 0 
9700 6.1517 3.71595 0.999987 377.287 0.239738 0 
9750 6.18341 3.71595 0.999988 377.592 0.276897 0 
9800 6.21512 3.73818 0.999988 377.894 0.234472 0 
9850 6.24683 3.71595 0.999989 378.192 0.2709 0 
9900 6.27854 3.71595 0.99999 378.487 0.224345 0 
9950 6.31025 3.75872 0.99999 378.782 0.237735 0 
